Order_ID,Order_Date,Customer_ID,Customer_Segment,Region,Country,Product_Category,Product_Name,Unit_Price,Quantity,Discount_Pct,Sales_Revenue,Cost,Profit,Shipping_Status,Satisfaction_Rating
ORD-20047,2025-01-28,CUST-1194,Enterprise,North America,Mexico,Electronics,Smart Wearables,152.71,2,0.05,290.15,209.1,81.05,Delivered,4
ORD-20048,2025-12-27,CUST-1203,Small Business,North America,Mexico,Software & Cloud,DevOps Productivity Tools,1005.46,8,0.0,8043.68,1892.96,6150.72,Delivered,5
ORD-20049,2026-07-10,CUST-1118,Enterprise,North America,Canada,Software & Cloud,DevOps Productivity Tools,947.89,1,0.2,758.31,210.71,547.6,Delivered,3
ORD-20050,2025-02-28,CUST-1284,Corporate,Europe,Germany,Electronics,Laptops & Workstations,1960.07,3,0.0,5880.21,4139.79,1740.42,Delivered,3
ORD-20051,2026-04-04,CUST-1083,Consumer,Europe,Germany,Electronics,Wireless Audio,145.36,2,0.05,276.18,215.04,61.14,Delivered,5
ORD-20052,2026-01-20,CUST-1270,Small Business,Latin America,Brazil,Software & Cloud,AI Assistant Subscription,706.52,8,0.05,5369.55,819.1,4550.45,Delivered,4
ORD-20053,2025-06-01,CUST-1163,Enterprise,Europe,United Kingdom,Software & Cloud,Cloud Analytics Suite,1745.89,1,0.05,1658.6,243.46,1415.14,Delivered,4
ORD-20054,2026-07-15,CUST-1137,Corporate,North America,Mexico,Office Furniture,Adjustable Standing Desks,925.6,2,0.0,1851.2,1087.66,763.54,Delivered,4
ORD-20055,2026-03-17,CUST-1279,Small Business,Europe,United Kingdom,Software & Cloud,Cloud Analytics Suite,1815.8,2,0.05,3450.02,760.08,2689.94,Delivered,3
ORD-20056,2025-08-06,CUST-1195,Corporate,North America,Mexico,Electronics,Smart Wearables,173.83,1,0.1,156.45,119.16,37.29,Delivered,5
ORD-20057,2026-06-01,CUST-1257,Consumer,Europe,Germany,Electronics,Smart Wearables,231.34,2,0.05,439.55,331.35,108.2,Delivered,1
ORD-20058,2026-04-16,CUST-1120,Enterprise,North America,Canada,Software & Cloud,DevOps Productivity Tools,406.52,8,0.05,3089.55,507.09,2582.46,Shipped,3
ORD-20059,2026-02-04,CUST-1182,Small Business,North America,USA,Office Furniture,Conference Tables,1749.77,2,0.0,3499.54,1592.88,1906.66,Delivered,4
ORD-20060,2025-09-03,CUST-1180,Corporate,North America,Canada,Office Furniture,LED Desk Lighting,151.23,1,0.05,143.67,87.2,56.47,Delivered,2
ORD-20061,2025-06-13,CUST-1111,Small Business,Europe,Netherlands,Software & Cloud,Enterprise CRM License,1869.9,2,0.1,3365.82,950.32,2415.5,Delivered,4
ORD-20062,2026-03-12,CUST-1047,Small Business,North America,USA,Office Supplies,Paper & Stationeries Pack,100.65,5,0.15,427.76,232.11,195.65,Delivered,5
ORD-20063,2025-08-20,CUST-1068,Corporate,Latin America,Colombia,Software & Cloud,Cybersecurity Suite,1291.81,2,0.0,2583.62,669.54,1914.08,Delivered,4
ORD-20064,2025-04-11,CUST-1365,Corporate,North America,USA,Electronics,Laptops & Workstations,2170.07,3,0.1,5859.19,4563.88,1295.31,Cancelled,2
ORD-20065,2025-07-30,CUST-1367,Enterprise,North America,Canada,Office Furniture,Conference Tables,1509.68,2,0.05,2868.39,1387.99,1480.4,Processing,4
ORD-20066,2025-12-26,CUST-1189,Corporate,North America,USA,Software & Cloud,Cloud Analytics Suite,3269.2,1,0.0,3269.2,827.34,2441.86,Shipped,4
ORD-20067,2026-05-03,CUST-1182,Enterprise,North America,Mexico,Electronics,Smart Wearables,324.73,3,0.1,876.77,586.3,290.47,Delivered,4
ORD-20068,2025-05-04,CUST-1117,Small Business,Asia Pacific,Singapore,Software & Cloud,Cloud Analytics Suite,4289.38,1,0.0,4289.38,1238.53,3050.85,Delivered,4
ORD-20069,2025-09-17,CUST-1060,Enterprise,Middle East & Africa,UAE,Software & Cloud,Cybersecurity Suite,1634.64,15,0.05,23293.62,3885.43,19408.19,Cancelled,1
ORD-20070,2025-09-11,CUST-1048,Small Business,North America,USA,Software & Cloud,Enterprise CRM License,2824.04,4,0.0,11296.16,1654.99,9641.17,Delivered,2
ORD-20071,2025-12-22,CUST-1315,Enterprise,North America,USA,Electronics,Wireless Audio,112.46,5,0.15,477.95,307.78,170.17,Delivered,4
ORD-20072,2026-07-02,CUST-1181,Corporate,Asia Pacific,Australia,Electronics,Wireless Audio,111.15,1,0.0,111.15,82.79,28.36,Delivered,5
ORD-20073,2026-07-10,CUST-1069,Small Business,Europe,United Kingdom,Electronics,Wireless Audio,108.4,1,0.15,92.14,71.15,20.99,Shipped,3
ORD-20074,2025-07-22,CUST-1086,Enterprise,Middle East & Africa,Saudi Arabia,Office Supplies,Presentation Equipment,173.52,2,0.0,347.04,192.2,154.84,Delivered,4
ORD-20075,2026-01-06,CUST-1288,Small Business,North America,Mexico,Office Supplies,Breakroom Supplies,95.92,1,0.0,95.92,62.82,33.1,Delivered,3
ORD-20076,2025-12-20,CUST-1278,Small Business,Europe,Germany,Software & Cloud,Cybersecurity Suite,521.8,3,0.05,1487.13,424.26,1062.87,Delivered,4
ORD-20077,2025-10-16,CUST-1246,Consumer,Asia Pacific,India,Electronics,Smartphones & Tablets,860.08,3,0.0,2580.24,1973.94,606.3,Delivered,4
ORD-20078,2026-05-31,CUST-1332,Small Business,Asia Pacific,Japan,Office Supplies,Presentation Equipment,164.94,1,0.05,156.69,80.28,76.41,Shipped,4
ORD-20079,2025-09-08,CUST-1333,Corporate,Europe,France,Electronics,Monitors & Displays,311.04,2,0.0,622.08,390.1,231.98,Delivered,3
ORD-20080,2026-02-28,CUST-1172,Small Business,Asia Pacific,Singapore,Office Furniture,Adjustable Standing Desks,1369.62,1,0.05,1301.14,592.6,708.54,Processing,5
ORD-20081,2026-01-10,CUST-1160,Enterprise,North America,Canada,Software & Cloud,Cybersecurity Suite,1970.96,1,0.05,1872.41,379.49,1492.92,Delivered,4
ORD-20082,2025-07-22,CUST-1085,Corporate,Asia Pacific,Japan,Electronics,Laptops & Workstations,1589.89,3,0.0,4769.67,2954.43,1815.24,Shipped,3
ORD-20083,2025-01-16,CUST-1275,Enterprise,Europe,Spain,Electronics,Laptops & Workstations,1570.88,2,0.0,3141.76,2017.54,1124.22,Delivered,4
ORD-20084,2025-07-20,CUST-1346,Corporate,Europe,Germany,Office Supplies,Breakroom Supplies,178.97,1,0.15,152.12,91.65,60.47,Delivered,4
ORD-20085,2025-03-28,CUST-1092,Consumer,North America,Canada,Software & Cloud,Enterprise CRM License,507.3,1,0.05,481.94,65.87,416.07,Delivered,4
ORD-20086,2025-05-22,CUST-1352,Small Business,North America,Mexico,Software & Cloud,AI Assistant Subscription,579.43,2,0.05,1100.92,161.02,939.9,Delivered,5
ORD-20087,2025-11-14,CUST-1038,Corporate,North America,Mexico,Software & Cloud,Enterprise CRM License,1492.54,1,0.05,1417.91,396.32,1021.59,Delivered,5
ORD-20088,2025-11-29,CUST-1300,Small Business,Asia Pacific,India,Office Supplies,Presentation Equipment,327.56,2,0.0,655.12,339.67,315.45,Delivered,2
ORD-20089,2026-03-29,CUST-1160,Enterprise,Asia Pacific,Australia,Electronics,Monitors & Displays,251.16,3,0.1,678.13,537.0,141.13,Delivered,4
ORD-20090,2026-02-16,CUST-1306,Corporate,Europe,United Kingdom,Software & Cloud,Enterprise CRM License,677.52,1,0.0,677.52,88.41,589.11,Delivered,3
ORD-20091,2025-07-29,CUST-1349,Small Business,Latin America,Chile,Electronics,Laptops & Workstations,1996.35,5,0.05,9482.66,7357.49,2125.17,Delivered,3
ORD-20092,2025-09-25,CUST-1293,Small Business,North America,USA,Electronics,Laptops & Workstations,1309.71,2,0.15,2226.51,1421.39,805.12,Shipped,4
ORD-20093,2026-02-24,CUST-1040,Corporate,Asia Pacific,India,Office Furniture,Ergonomic Executive Chairs,533.79,4,0.0,2135.16,1046.92,1088.24,Delivered,4
ORD-20094,2026-07-14,CUST-1055,Corporate,North America,USA,Electronics,Monitors & Displays,580.59,3,0.05,1654.68,1199.79,454.89,Delivered,2
ORD-20095,2025-07-21,CUST-1175,Corporate,North America,USA,Software & Cloud,DevOps Productivity Tools,308.05,2,0.1,554.49,106.86,447.63,Delivered,1
ORD-20096,2025-01-31,CUST-1362,Enterprise,North America,Canada,Office Furniture,LED Desk Lighting,176.64,1,0.2,141.31,76.82,64.49,Delivered,3
ORD-20097,2025-09-19,CUST-1273,Corporate,North America,Mexico,Office Furniture,LED Desk Lighting,94.71,5,0.0,473.55,217.27,256.28,Shipped,1
ORD-20098,2025-03-18,CUST-1341,Corporate,Europe,Spain,Software & Cloud,DevOps Productivity Tools,337.13,10,0.1,3034.17,374.96,2659.21,Delivered,5
ORD-20099,2025-07-07,CUST-1143,Small Business,North America,Canada,Software & Cloud,Cloud Analytics Suite,822.53,1,0.1,740.28,131.24,609.04,Delivered,3
ORD-20100,2026-04-19,CUST-1052,Corporate,North America,Canada,Software & Cloud,DevOps Productivity Tools,1336.08,2,0.0,2672.16,728.38,1943.78,Shipped,4
ORD-20101,2026-03-13,CUST-1053,Corporate,Europe,Germany,Electronics,Monitors & Displays,446.8,3,0.0,1340.4,834.09,506.31,Delivered,4
ORD-20102,2025-01-14,CUST-1289,Corporate,Latin America,Chile,Software & Cloud,DevOps Productivity Tools,663.83,1,0.05,630.64,175.58,455.06,Delivered,4
ORD-20103,2025-03-16,CUST-1087,Small Business,North America,Canada,Electronics,Laptops & Workstations,1612.86,1,0.05,1532.22,1211.42,320.8,Shipped,3
ORD-20104,2025-11-21,CUST-1398,Small Business,Asia Pacific,India,Office Supplies,Presentation Equipment,568.9,4,0.0,2275.6,1335.78,939.82,Processing,4
ORD-20105,2025-07-17,CUST-1393,Small Business,Latin America,Brazil,Software & Cloud,DevOps Productivity Tools,1110.17,1,0.0,1110.17,220.22,889.95,Delivered,4
ORD-20106,2025-08-23,CUST-1292,Corporate,North America,Mexico,Office Furniture,Ergonomic Executive Chairs,517.06,1,0.05,491.21,226.55,264.66,Delivered,4
ORD-20107,2025-10-31,CUST-1004,Enterprise,Europe,Germany,Software & Cloud,Enterprise CRM License,1689.92,1,0.05,1605.42,464.11,1141.31,Delivered,3
ORD-20108,2025-09-05,CUST-1085,Corporate,Middle East & Africa,Saudi Arabia,Electronics,Smartphones & Tablets,841.53,4,0.0,3366.12,2053.96,1312.16,Delivered,4
ORD-20109,2025-10-29,CUST-1010,Small Business,Asia Pacific,Singapore,Software & Cloud,Cybersecurity Suite,698.35,2,0.0,1396.7,406.44,990.26,Delivered,4
ORD-20110,2025-09-29,CUST-1310,Consumer,North America,USA,Software & Cloud,DevOps Productivity Tools,1493.78,3,0.2,3585.07,707.99,2877.08,Delivered,3
ORD-20111,2026-01-25,CUST-1140,Small Business,Middle East & Africa,Saudi Arabia,Electronics,Monitors & Displays,652.67,2,0.05,1240.07,894.04,346.03,Shipped,5
ORD-20112,2026-05-10,CUST-1035,Small Business,Europe,United Kingdom,Electronics,Monitors & Displays,616.63,1,0.05,585.8,378.24,207.56,Delivered,2
ORD-20113,2025-09-12,CUST-1363,Corporate,Europe,United Kingdom,Software & Cloud,Cloud Analytics Suite,1990.18,4,0.05,7562.68,2138.94,5423.74,Delivered,3
ORD-20114,2025-09-22,CUST-1162,Small Business,Europe,Netherlands,Electronics,Monitors & Displays,775.17,2,0.05,1472.82,1036.41,436.41,Delivered,4
ORD-20115,2025-01-17,CUST-1115,Consumer,Latin America,Chile,Office Furniture,Conference Tables,1572.65,2,0.0,3145.3,1511.46,1633.84,Delivered,5
ORD-20116,2025-02-10,CUST-1148,Corporate,Europe,France,Electronics,Smartphones & Tablets,1365.06,1,0.05,1296.81,979.12,317.69,Delivered,5
ORD-20117,2026-02-07,CUST-1077,Enterprise,Europe,Netherlands,Electronics,Smartphones & Tablets,1314.05,2,0.1,2365.29,1666.9,698.39,Delivered,1
ORD-20118,2025-11-11,CUST-1146,Consumer,Europe,Spain,Software & Cloud,Enterprise CRM License,1835.73,2,0.0,3671.46,897.34,2774.12,Delivered,3
ORD-20119,2026-04-03,CUST-1113,Corporate,North America,Canada,Office Furniture,Conference Tables,2050.06,1,0.1,1845.05,1014.22,830.83,Shipped,5
ORD-20120,2025-07-29,CUST-1333,Corporate,Europe,United Kingdom,Electronics,Wireless Audio,146.73,1,0.0,146.73,111.77,34.96,Delivered,3
ORD-20121,2025-02-02,CUST-1390,Small Business,Latin America,Brazil,Electronics,Laptops & Workstations,2091.08,1,0.0,2091.08,1516.48,574.6,Delivered,3
ORD-20122,2026-02-07,CUST-1201,Corporate,Middle East & Africa,Saudi Arabia,Office Furniture,LED Desk Lighting,72.16,1,0.0,72.16,40.67,31.49,Delivered,1
ORD-20123,2025-11-21,CUST-1097,Corporate,North America,Mexico,Office Supplies,High-Volume Printers,990.31,3,0.0,2970.93,1873.75,1097.18,Delivered,4
ORD-20124,2025-06-15,CUST-1083,Corporate,Europe,Netherlands,Office Supplies,Storage & Archiving Units,210.98,1,0.15,179.33,123.08,56.25,Delivered,4
ORD-20125,2025-11-05,CUST-1257,Corporate,Europe,France,Electronics,Monitors & Displays,455.29,2,0.0,910.58,606.07,304.51,Shipped,2
ORD-20126,2025-06-03,CUST-1176,Corporate,Asia Pacific,South Korea,Software & Cloud,AI Assistant Subscription,955.79,3,0.1,2580.63,368.84,2211.79,Delivered,2
ORD-20127,2025-04-07,CUST-1075,Small Business,Asia Pacific,Australia,Electronics,Smart Wearables,267.82,2,0.05,508.86,387.36,121.5,Shipped,5
ORD-20128,2026-04-02,CUST-1133,Small Business,Europe,Spain,Electronics,Smart Wearables,273.33,3,0.0,819.99,575.74,244.25,Delivered,4
ORD-20129,2025-10-16,CUST-1027,Corporate,Europe,Germany,Electronics,Monitors & Displays,652.83,5,0.0,3264.15,2197.01,1067.14,Delivered,3
ORD-20130,2026-07-13,CUST-1018,Corporate,Europe,United Kingdom,Software & Cloud,Cybersecurity Suite,1004.21,3,0.05,2862.0,350.53,2511.47,Delivered,4
ORD-20131,2026-03-25,CUST-1316,Corporate,North America,USA,Electronics,Smartphones & Tablets,929.57,5,0.05,4415.46,3062.12,1353.34,Delivered,3
ORD-20132,2025-10-09,CUST-1170,Corporate,Europe,United Kingdom,Software & Cloud,AI Assistant Subscription,513.49,5,0.0,2567.45,535.56,2031.89,Delivered,4
ORD-20133,2025-07-26,CUST-1085,Corporate,Europe,United Kingdom,Office Supplies,Storage & Archiving Units,231.5,1,0.0,231.5,128.55,102.95,Shipped,4
ORD-20134,2025-07-18,CUST-1383,Small Business,Europe,United Kingdom,Software & Cloud,Cybersecurity Suite,1877.08,2,0.0,3754.16,1117.21,2636.95,Delivered,5
ORD-20135,2026-07-04,CUST-1142,Enterprise,North America,Mexico,Electronics,Wireless Audio,325.77,8,0.1,2345.54,1560.13,785.41,Delivered,4
ORD-20136,2026-04-04,CUST-1113,Small Business,North America,Mexico,Software & Cloud,Cybersecurity Suite,1130.82,1,0.0,1130.82,275.7,855.12,Delivered,4
ORD-20137,2025-07-26,CUST-1018,Corporate,Europe,Spain,Software & Cloud,Cloud Analytics Suite,2884.56,3,0.1,7788.31,1513.67,6274.64,Delivered,5
ORD-20138,2025-10-03,CUST-1112,Corporate,Middle East & Africa,Saudi Arabia,Software & Cloud,Cybersecurity Suite,2072.45,1,0.05,1968.83,515.65,1453.18,Delivered,2
ORD-20139,2025-01-14,CUST-1058,Enterprise,Latin America,Brazil,Electronics,Monitors & Displays,708.06,2,0.1,1274.51,991.55,282.96,Delivered,4
ORD-20140,2026-04-03,CUST-1141,Small Business,Europe,United Kingdom,Software & Cloud,Enterprise CRM License,2089.85,2,0.0,4179.7,723.4,3456.3,Delivered,4
ORD-20141,2026-01-10,CUST-1292,Enterprise,Middle East & Africa,UAE,Electronics,Wireless Audio,213.72,3,0.15,544.99,366.34,178.65,Shipped,4
ORD-20142,2026-03-14,CUST-1317,Small Business,North America,Mexico,Software & Cloud,DevOps Productivity Tools,725.91,1,0.0,725.91,162.46,563.45,Delivered,4
ORD-20143,2025-08-27,CUST-1254,Small Business,North America,Mexico,Office Furniture,Acoustic Office Pods,4080.99,1,0.1,3672.89,1654.83,2018.06,Delivered,1
ORD-20144,2025-05-07,CUST-1204,Enterprise,Asia Pacific,Australia,Electronics,Smart Wearables,412.22,1,0.0,412.22,329.72,82.5,Delivered,4
ORD-20145,2025-09-30,CUST-1155,Corporate,Asia Pacific,South Korea,Electronics,Smartphones & Tablets,1358.8,8,0.05,10326.88,6352.02,3974.86,Delivered,3
ORD-20146,2025-01-02,CUST-1148,Enterprise,Europe,France,Office Furniture,Ergonomic Executive Chairs,772.45,8,0.0,6179.6,3141.56,3038.04,Delivered,4
ORD-20147,2026-04-12,CUST-1181,Corporate,North America,USA,Software & Cloud,Enterprise CRM License,1670.83,4,0.0,6683.32,1251.53,5431.79,Cancelled,2
ORD-20148,2025-04-08,CUST-1041,Corporate,North America,USA,Electronics,Wireless Audio,281.15,1,0.05,267.09,198.66,68.43,Delivered,5
ORD-20149,2025-09-30,CUST-1309,Small Business,North America,USA,Electronics,Smartphones & Tablets,1141.91,2,0.15,1941.25,1402.62,538.63,Delivered,4
ORD-20150,2026-01-06,CUST-1112,Consumer,Europe,Germany,Electronics,Laptops & Workstations,1631.87,1,0.0,1631.87,1097.56,534.31,Delivered,3
ORD-20151,2026-07-10,CUST-1065,Corporate,North America,USA,Software & Cloud,Cloud Analytics Suite,3967.69,2,0.1,7141.84,1763.23,5378.61,Delivered,4
ORD-20152,2026-03-09,CUST-1276,Corporate,North America,Mexico,Office Furniture,LED Desk Lighting,148.19,2,0.0,296.38,163.43,132.95,Delivered,4
ORD-20153,2025-03-11,CUST-1016,Small Business,North America,Canada,Office Supplies,Breakroom Supplies,157.28,3,0.1,424.66,256.72,167.94,Delivered,3
ORD-20154,2025-06-15,CUST-1244,Small Business,Asia Pacific,Singapore,Software & Cloud,AI Assistant Subscription,872.73,1,0.0,872.73,134.83,737.9,Delivered,3
ORD-20155,2026-07-24,CUST-1272,Consumer,Europe,Germany,Office Furniture,Ergonomic Executive Chairs,711.01,8,0.0,5688.08,3413.11,2274.97,Processing,5
ORD-20156,2026-01-19,CUST-1043,Corporate,North America,Mexico,Electronics,Monitors & Displays,675.46,1,0.05,641.69,430.16,211.53,Delivered,4
ORD-20157,2025-05-25,CUST-1207,Corporate,Europe,Netherlands,Office Supplies,Paper & Stationeries Pack,39.53,2,0.0,79.06,44.66,34.4,Shipped,3
ORD-20158,2025-01-17,CUST-1100,Corporate,Europe,Spain,Electronics,Laptops & Workstations,1493.9,4,0.15,5079.26,3966.54,1112.72,Delivered,3
ORD-20159,2025-03-12,CUST-1063,Corporate,Europe,Spain,Electronics,Wireless Audio,289.77,3,0.0,869.31,574.82,294.49,Delivered,5
ORD-20160,2025-10-12,CUST-1140,Small Business,Europe,France,Electronics,Wireless Audio,201.93,1,0.0,201.93,128.13,73.8,Delivered,1
ORD-20161,2026-06-18,CUST-1387,Small Business,Asia Pacific,India,Electronics,Wireless Audio,130.53,1,0.05,124.0,77.5,46.5,Delivered,3
ORD-20162,2025-10-05,CUST-1383,Small Business,North America,Canada,Office Furniture,LED Desk Lighting,178.77,1,0.0,178.77,98.16,80.61,Delivered,4
ORD-20163,2026-02-19,CUST-1087,Corporate,Europe,Spain,Electronics,Smart Wearables,380.4,2,0.0,760.8,514.49,246.31,Shipped,4
ORD-20164,2025-01-04,CUST-1385,Small Business,Europe,Spain,Software & Cloud,Cloud Analytics Suite,1738.26,2,0.0,3476.52,920.92,2555.6,Delivered,4
ORD-20165,2026-06-15,CUST-1385,Small Business,Europe,Germany,Electronics,Smartphones & Tablets,1139.07,4,0.0,4556.28,3028.57,1527.71,Delivered,4
